Date,Rank,Song,Artist,Genre,Date_Index,State,New_Spell,Spell_Number,Days_On_Chart,Total_Appearances,Artist_Past_Appearances,Prev_Rank,Delta_R,Volatility_So_Far,Is_New_Entry,Next_Date,Next_Rank,Observed_Next_State,Next_State,Top10_Tomorrow,Exit_Tomorrow
2026-03-17,33,Ye Tune Kya Kiya,"Pritam, Javed Bashir, Rajat Arora",,2,26-50,False,1,3,3,2,33.0,0.0,1.0,False,2026-03-18,37.0,26-50,26-50,0,0
2026-03-17,34,Shree Hanuman Chalisa,"Hariharan, Lalit Sen, Chander",,2,26-50,True,1,1,1,0,,,0.0,True,2026-03-18,,,Exit,0,1
2026-03-17,35,Naal Nachna,"Shashwat Sachdev, Afsana Khan, Irshad Kamil, Reble",,2,26-50,False,1,3,3,2,34.0,1.0,4.5,False,2026-03-18,35.0,26-50,26-50,0,0
2026-03-17,36,"Barbaad (From ""Saiyaara"")","The Rish, Jubin Nautiyal",,2,26-50,False,1,3,3,2,35.0,1.0,3.0,False,2026-03-18,36.0,26-50,26-50,0,0
2026-03-17,37,"Mast Magan (From ""2 States)","Arijit Singh, Chinmayi",,2,26-50,False,1,3,3,2,38.0,-1.0,0.5,False,2026-03-18,41.0,26-50,26-50,0,0
2026-03-17,38,Ehsaas,"Faheem Abdullah, Duha Shah, Vaibhav Pani, Hyder Dar",,2,26-50,False,1,3,3,2,36.0,2.0,1.5,False,2026-03-18,42.0,26-50,26-50,0,0
2026-03-17,39,Zaalima,"Arijit Singh, Harshdeep Kaur",,2,26-50,False,1,3,3,2,37.0,2.0,1.0,False,2026-03-18,50.0,26-50,26-50,0,0
2026-03-17,40,Teri Deewani,"Kailash Kher, Paresh Kamath, Naresh Kamath",,2,26-50,False,1,3,3,2,40.0,0.0,0.5,False,2026-03-18,40.0,26-50,26-50,0,0
2026-03-17,41,Lutt Le Gaya,"Shashwat Sachdev, Simran Choudhary",,2,26-50,False,1,3,3,2,39.0,2.0,1.0,False,2026-03-18,38.0,26-50,26-50,0,0
2026-03-17,42,Thodi Si Daaru,"AP Dhillon, Shreya Ghoshal",,2,26-50,False,1,3,3,2,42.0,0.0,1.0,False,2026-03-18,44.0,26-50,26-50,0,0
2026-03-17,43,Kithe Reh Gaya,"Neeti Mohan, Abhijit Vaghani",,2,26-50,False,1,3,3,2,46.0,-3.0,1.5,False,2026-03-18,49.0,26-50,26-50,0,0
2026-03-17,44,KALYANI,"ARJN, KDS, FIFTY4, RONN",,2,26-50,False,1,3,3,2,43.0,1.0,3.0,False,2026-03-18,39.0,26-50,26-50,0,0
2026-03-17,45,Ishq Jalakar - Karvaan,"Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi",,2,26-50,False,1,3,3,2,44.0,1.0,1.0,False,2026-03-18,43.0,26-50,26-50,0,0
2026-03-17,46,"Humdard (From ""Ek Villain"")",Arijit Singh,,2,26-50,False,1,3,3,2,41.0,5.0,3.5,False,2026-03-18,45.0,26-50,26-50,0,0
2026-03-17,47,Jhol - Acoustic,"Maanu, Annural Khalid, Abdullah Siddiqui",,2,26-50,True,2,1,2,1,,,0.0,True,2026-03-18,46.0,26-50,26-50,0,0
2026-03-17,48,"Dhun (From ""Saiyaara"")","Mithoon, Arijit Singh",,2,26-50,True,2,1,2,1,,,0.0,True,2026-03-18,48.0,26-50,26-50,0,0
2026-03-17,49,High On You,Jind Universe,,2,26-50,False,1,3,3,2,49.0,0.0,0.5,False,2026-03-18,47.0,26-50,26-50,0,0
2026-03-17,50,Mann Mera - Original Version,Gajendra Verma,,2,26-50,False,1,3,3,10,45.0,5.0,3.5,False,2026-03-18,,,Exit,0,1
2026-03-18,1,Bairan,Banjaare,Hindi Indie,3,Top10,False,1,4,4,3,1.0,0.0,0.0,False,2026-03-19,1.0,Top10,Top10,1,0
2026-03-18,2,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,"Mitta Ror, Swara Verma",,3,Top10,False,1,4,4,3,2.0,0.0,0.0,False,2026-03-19,2.0,Top10,Top10,1,0
2026-03-18,3,Gehra Hua,"Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan",,3,Top10,False,1,4,4,3,3.0,0.0,0.0,False,2026-03-19,3.0,Top10,Top10,1,0
2026-03-18,4,Dooron Dooron,"Paresh Pahuja, Shiv Tandan, Meghdeep Bose",,3,Top10,False,1,4,4,3,4.0,0.0,0.4714045207910317,False,2026-03-19,4.0,Top10,Top10,1,0
2026-03-18,5,Khat,Navjot Ahuja,Hindi Indie,3,Top10,False,1,4,4,3,5.0,0.0,0.4714045207910317,False,2026-03-19,5.0,Top10,Top10,1,0
2026-03-18,6,Sahiba,Aditya Rikhari,Hindi Indie,3,Top10,False,1,4,4,3,6.0,0.0,0.9428090415820634,False,2026-03-19,8.0,Top10,Top10,1,0
2026-03-18,7,"Sitaare (From ""Ikkis"")","Arijit Singh, White Noise Collectives, Amitabh Bhattacharya",,3,Top10,False,1,4,4,3,8.0,-1.0,0.4714045207910317,False,2026-03-19,6.0,Top10,Top10,1,0
2026-03-18,8,Samjhawan,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",,3,Top10,False,1,4,4,3,7.0,1.0,0.4714045207910317,False,2026-03-19,9.0,Top10,Top10,1,0
2026-03-18,9,Finding Her,"Kushagra, Bharath, Saaheal",,3,Top10,False,1,4,4,3,9.0,0.0,0.4714045207910317,False,2026-03-19,10.0,Top10,Top10,1,0
2026-03-18,10,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",,3,Top10,False,1,4,4,3,10.0,0.0,1.247219128924647,False,2026-03-19,11.0,11-25,11-25,0,0
2026-03-18,11,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,3,11-25,False,1,4,4,3,11.0,0.0,0.4714045207910317,False,2026-03-19,12.0,11-25,11-25,0,0
2026-03-18,12,For A Reason,"Karan Aujla, Ikky",,3,11-25,False,1,4,4,10,15.0,-3.0,1.4142135623730951,False,2026-03-19,17.0,11-25,11-25,0,0
2026-03-18,13,Bairi,"Virat, Pradeep Solanki, Heena",,3,11-25,False,1,4,4,3,14.0,-1.0,0.816496580927726,False,2026-03-19,13.0,11-25,11-25,0,0
2026-03-18,14,Boyfriend,"Karan Aujla, Ikky",,3,11-25,False,1,4,4,3,16.0,-2.0,0.9428090415820634,False,2026-03-19,19.0,11-25,11-25,0,0
2026-03-18,15,Shararat,"Shashwat Sachdev, Madhubanti Bagchi, Jasmine Sandlas",,3,11-25,False,1,4,4,3,12.0,3.0,1.4142135623730951,False,2026-03-19,16.0,11-25,11-25,0,0
2026-03-18,16,Ishq,"Faheem Abdullah, Rauhan Malik, Amir Ameer",,3,11-25,False,1,4,4,3,13.0,3.0,1.699673171197595,False,2026-03-19,15.0,11-25,11-25,0,0
2026-03-18,17,"Pavazha Malli - From ""Think Indie""","Sai Abhyankkar, Shruti Haasan, Vivek",,3,11-25,False,1,4,4,3,22.0,-5.0,2.160246899469287,False,2026-03-19,14.0,11-25,11-25,0,0
2026-03-18,18,Mann Mera,Gajendra Verma,Hindi Indie,3,11-25,False,1,4,4,3,17.0,1.0,0.9428090415820634,False,2026-03-19,20.0,11-25,11-25,0,0
2026-03-18,19,Saiyaara,"Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Irshad Kamil",,3,11-25,False,1,4,4,3,18.0,1.0,0.0,False,2026-03-19,21.0,11-25,11-25,0,0
2026-03-18,20,Dhurandhar - Title Track,"Shashwat Sachdev, Hanumankind, Jasmine Sandlas, Sudhir Yaduvanshi, Charanjit Ahuja, Muhammad Sadiq, Ranjit Kaur, Babu Singh Maan",,3,11-25,False,1,4,4,3,23.0,-3.0,1.699673171197595,False,2026-03-19,18.0,11-25,11-25,0,0
2026-03-18,21,"Dhurandhar The Revenge - Aari Aari (From ""Dhurandhar The Revenge"")","Shashwat Sachdev, Bombay Rockers, Irshad Kamil, Khan Saab, Reble, Token, Jasmine Sandlas, Sudhir Yaduvanshi",,3,11-25,True,1,1,1,0,,,0.0,True,2026-03-19,7.0,Top10,Top10,1,0
2026-03-18,22,"Raanjhan (From ""Do Patti"")","Sachet-Parampara, Parampara Tandon, Kausar Munir",,3,11-25,False,1,4,4,3,21.0,1.0,1.247219128924647,False,2026-03-19,23.0,11-25,11-25,0,0
2026-03-18,23,Ishqa Ve,"Zeeshan Ali, Yuvraj Tung, Sandeep Aulakh, Honey Dhillon",,3,11-25,False,1,4,4,3,19.0,4.0,2.0548046676563256,False,2026-03-19,22.0,11-25,11-25,0,0
2026-03-18,24,Deewaana Deewaana,"A.R. Rahman, Irshad Kamil",,3,11-25,False,1,4,4,3,24.0,0.0,0.4714045207910317,False,2026-03-19,24.0,11-25,11-25,0,0
2026-03-18,25,Darkhaast,"Mithoon, Arijit Singh, Sunidhi Chauhan, Sayeed Quadri",,3,11-25,False,1,4,4,3,31.0,-6.0,2.449489742783178,False,2026-03-19,25.0,11-25,11-25,0,0
2026-03-18,26,Tere Liye,"Atif Aslam, Shreya Ghoshal, Sachin Gupta, Sameer Anjaan",,3,26-50,False,1,4,4,3,20.0,6.0,3.0912061651652345,False,2026-03-19,26.0,26-50,26-50,0,0
2026-03-18,27,Tere Bina,"A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",,3,26-50,False,1,4,4,3,26.0,1.0,0.816496580927726,False,2026-03-19,29.0,26-50,26-50,0,0
2026-03-18,28,Jogi,"thiarajxtt, Bir",,3,26-50,True,1,1,1,0,,,0.0,True,2026-03-19,38.0,26-50,26-50,0,0
2026-03-18,29,"Aaya Sher (From ""The Paradise"") (Telugu)","Anirudh Ravichander, Jangi Reddy, Arjun Chandy, Kasarla Shyam",,3,26-50,False,1,4,4,3,29.0,0.0,0.4714045207910317,False,2026-03-19,30.0,26-50,26-50,0,0
2026-03-18,30,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik, Arijit Singh",,3,26-50,False,1,4,4,3,27.0,3.0,1.699673171197595,False,2026-03-19,28.0,26-50,26-50,0,0
2026-03-18,31,"Tum Ho Toh (From ""Saiyaara"")","Vishal Mishra, Hansika Pareek, Raj Shekhar",,3,26-50,False,1,4,4,3,28.0,3.0,2.0548046676563256,False,2026-03-19,34.0,26-50,26-50,0,0
2026-03-18,32,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,3,26-50,False,1,4,4,11,25.0,7.0,2.943920288775949,False,2026-03-19,27.0,26-50,26-50,0,0
2026-03-18,33,Haseen,"Talwiinder, NDS, Rippy Grewal",,3,26-50,False,1,4,4,3,30.0,3.0,1.247219128924647,False,2026-03-19,31.0,26-50,26-50,0,0
2026-03-18,34,Not Guilty,Dhanda Nyoliwala,Punjabi-Haryanvi Pop,3,26-50,False,1,4,4,3,32.0,2.0,0.9428090415820634,False,2026-03-19,32.0,26-50,26-50,0,0
2026-03-18,35,Naal Nachna,"Shashwat Sachdev, Afsana Khan, Irshad Kamil, Reble",,3,26-50,False,1,4,4,3,35.0,0.0,4.0276819911981905,False,2026-03-19,33.0,26-50,26-50,0,0
2026-03-18,36,"Barbaad (From ""Saiyaara"")","The Rish, Jubin Nautiyal",,3,26-50,False,1,4,4,3,36.0,0.0,2.6246692913372702,False,2026-03-19,35.0,26-50,26-50,0,0
2026-03-18,37,Ye Tune Kya Kiya,"Pritam, Javed Bashir, Rajat Arora",,3,26-50,False,1,4,4,3,33.0,4.0,1.632993161855452,False,2026-03-19,39.0,26-50,26-50,0,0
2026-03-18,38,Lutt Le Gaya,"Shashwat Sachdev, Simran Choudhary",,3,26-50,False,1,4,4,3,41.0,-3.0,2.0548046676563256,False,2026-03-19,37.0,26-50,26-50,0,0
2026-03-18,39,KALYANI,"ARJN, KDS, FIFTY4, RONN",,3,26-50,False,1,4,4,3,44.0,-5.0,4.898979485566356,False,2026-03-19,36.0,26-50,26-50,0,0
2026-03-18,40,Teri Deewani,"Kailash Kher, Paresh Kamath, Naresh Kamath",,3,26-50,False,1,4,4,3,40.0,0.0,0.4714045207910317,False,2026-03-19,46.0,26-50,26-50,0,0
2026-03-18,41,"Mast Magan (From ""2 States)","Arijit Singh, Chinmayi",,3,26-50,False,1,4,4,3,37.0,4.0,2.160246899469287,False,2026-03-19,,,Exit,0,1
2026-03-18,42,Ehsaas,"Faheem Abdullah, Duha Shah, Vaibhav Pani, Hyder Dar",,3,26-50,False,1,4,4,3,38.0,4.0,2.0548046676563256,False,2026-03-19,40.0,26-50,26-50,0,0
2026-03-18,43,Ishq Jalakar - Karvaan,"Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi",,3,26-50,False,1,4,4,3,45.0,-2.0,1.247219128924647,False,2026-03-19,41.0,26-50,26-50,0,0
2026-03-18,44,Thodi Si Daaru,"AP Dhillon, Shreya Ghoshal",,3,26-50,False,1,4,4,3,42.0,2.0,1.632993161855452,False,2026-03-19,,,Exit,0,1
2026-03-18,45,"Humdard (From ""Ek Villain"")",Arijit Singh,,3,26-50,False,1,4,4,3,46.0,-1.0,3.0912061651652345,False,2026-03-19,43.0,26-50,26-50,0,0
2026-03-18,46,Jhol - Acoustic,"Maanu, Annural Khalid, Abdullah Siddiqui",,3,26-50,False,2,2,3,2,47.0,-1.0,0.0,False,2026-03-19,44.0,26-50,26-50,0,0
2026-03-18,47,High On You,Jind Universe,,3,26-50,False,1,4,4,3,49.0,-2.0,0.816496580927726,False,2026-03-19,,,Exit,0,1
2026-03-18,48,"Dhun (From ""Saiyaara"")","Mithoon, Arijit Singh",,3,26-50,False,2,2,3,2,48.0,0.0,0.0,False,2026-03-19,47.0,26-50,26-50,0,0
2026-03-18,49,Kithe Reh Gaya,"Neeti Mohan, Abhijit Vaghani",,3,26-50,False,1,4,4,3,43.0,6.0,3.7416573867739413,False,2026-03-19,50.0,26-50,26-50,0,0
2026-03-18,50,Zaalima,"Arijit Singh, Harshdeep Kaur",,3,26-50,False,1,4,4,3,39.0,11.0,3.8586123009300755,False,2026-03-19,48.0,26-50,26-50,0,0
2026-03-19,1,Bairan,Banjaare,Hindi Indie,4,Top10,False,1,5,5,4,1.0,0.0,0.0,False,2026-03-20,1.0,Top10,Top10,1,0
2026-03-19,2,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,"Mitta Ror, Swara Verma",,4,Top10,False,1,5,5,4,2.0,0.0,0.0,False,2026-03-20,2.0,Top10,Top10,1,0
2026-03-19,3,Gehra Hua,"Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan",,4,Top10,False,1,5,5,4,3.0,0.0,0.0,False,2026-03-20,3.0,Top10,Top10,1,0
2026-03-19,4,Dooron Dooron,"Paresh Pahuja, Shiv Tandan, Meghdeep Bose",,4,Top10,False,1,5,5,4,4.0,0.0,0.4330127018922193,False,2026-03-20,6.0,Top10,Top10,1,0
2026-03-19,5,Khat,Navjot Ahuja,Hindi Indie,4,Top10,False,1,5,5,4,5.0,0.0,0.4330127018922193,False,2026-03-20,5.0,Top10,Top10,1,0
2026-03-19,6,"Sitaare (From ""Ikkis"")","Arijit Singh, White Noise Collectives, Amitabh Bhattacharya",,4,Top10,False,1,5,5,4,7.0,-1.0,0.5,False,2026-03-20,7.0,Top10,Top10,1,0
2026-03-19,7,"Dhurandhar The Revenge - Aari Aari (From ""Dhurandhar The Revenge"")","Shashwat Sachdev, Bombay Rockers, Irshad Kamil, Khan Saab, Reble, Token, Jasmine Sandlas, Sudhir Yaduvanshi",,4,Top10,False,1,2,2,1,21.0,-14.0,0.0,False,2026-03-20,4.0,Top10,Top10,1,0
2026-03-19,8,Sahiba,Aditya Rikhari,Hindi Indie,4,Top10,False,1,5,5,4,6.0,2.0,1.0,False,2026-03-20,8.0,Top10,Top10,1,0
2026-03-19,9,Samjhawan,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",,4,Top10,False,1,5,5,4,8.0,1.0,0.5,False,2026-03-20,11.0,11-25,11-25,0,0
2026-03-19,10,Finding Her,"Kushagra, Bharath, Saaheal",,4,Top10,False,1,5,5,4,9.0,1.0,0.7071067811865476,False,2026-03-20,12.0,11-25,11-25,0,0
2026-03-19,11,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",,4,11-25,False,1,5,5,4,10.0,1.0,1.224744871391589,False,2026-03-20,13.0,11-25,11-25,0,0
2026-03-19,12,Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Hindi Indie,4,11-25,False,1,5,5,4,11.0,1.0,0.7071067811865476,False,2026-03-20,14.0,11-25,11-25,0,0
2026-03-19,13,Bairi,"Virat, Pradeep Solanki, Heena",,4,11-25,False,1,5,5,4,13.0,0.0,0.7071067811865476,False,2026-03-20,19.0,11-25,11-25,0,0
2026-03-19,14,"Pavazha Malli - From ""Think Indie""","Sai Abhyankkar, Shruti Haasan, Vivek",,4,11-25,False,1,5,5,4,17.0,-3.0,1.8708286933869707,False,2026-03-20,18.0,11-25,11-25,0,0
2026-03-19,15,Ishq,"Faheem Abdullah, Rauhan Malik, Amir Ameer",,4,11-25,False,1,5,5,4,16.0,-1.0,1.6393596310755,False,2026-03-20,22.0,11-25,11-25,0,0
2026-03-19,16,Shararat,"Shashwat Sachdev, Madhubanti Bagchi, Jasmine Sandlas",,4,11-25,False,1,5,5,4,15.0,1.0,1.299038105676658,False,2026-03-20,15.0,11-25,11-25,0,0
2026-03-19,17,For A Reason,"Karan Aujla, Ikky",,4,11-25,False,1,5,5,11,12.0,5.0,2.8722813232690143,False,2026-03-20,17.0,11-25,11-25,0,0
2026-03-19,18,Dhurandhar - Title Track,"Shashwat Sachdev, Hanumankind, Jasmine Sandlas, Sudhir Yaduvanshi, Charanjit Ahuja, Muhammad Sadiq, Ranjit Kaur, Babu Singh Maan",,4,11-25,False,1,5,5,4,20.0,-2.0,1.5811388300841898,False,2026-03-20,16.0,11-25,11-25,0,0
2026-03-19,19,Boyfriend,"Karan Aujla, Ikky",,4,11-25,False,1,5,5,4,14.0,5.0,2.8613807855648994,False,2026-03-20,20.0,11-25,11-25,0,0
2026-03-19,20,Mann Mera,Gajendra Verma,Hindi Indie,4,11-25,False,1,5,5,4,18.0,2.0,1.0897247358851685,False,2026-03-20,23.0,11-25,11-25,0,0
2026-03-19,21,Saiyaara,"Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Irshad Kamil",,4,11-25,False,1,5,5,4,19.0,2.0,0.4330127018922193,False,2026-03-20,24.0,11-25,11-25,0,0
2026-03-19,22,Ishqa Ve,"Zeeshan Ali, Yuvraj Tung, Sandeep Aulakh, Honey Dhillon",,4,11-25,False,1,5,5,4,23.0,-1.0,2.0463381929681126,False,2026-03-20,21.0,11-25,11-25,0,0
2026-03-19,23,"Raanjhan (From ""Do Patti"")","Sachet-Parampara, Parampara Tandon, Kausar Munir",,4,11-25,False,1,5,5,4,22.0,1.0,1.0897247358851685,False,2026-03-20,27.0,26-50,26-50,0,0
2026-03-19,24,Deewaana Deewaana,"A.R. Rahman, Irshad Kamil",,4,11-25,False,1,5,5,4,24.0,0.0,0.4330127018922193,False,2026-03-20,25.0,11-25,11-25,0,0
2026-03-19,25,Darkhaast,"Mithoon, Arijit Singh, Sunidhi Chauhan, Sayeed Quadri",,4,11-25,False,1,5,5,4,25.0,0.0,2.48746859276655,False,2026-03-20,29.0,26-50,26-50,0,0
2026-03-19,26,Tere Liye,"Atif Aslam, Shreya Ghoshal, Sachin Gupta, Sameer Anjaan",,4,26-50,False,1,5,5,4,26.0,0.0,2.7726341266023544,False,2026-03-20,26.0,26-50,26-50,0,0
2026-03-19,27,Jo Tum Mere Ho,Anuv Jain,Hindi Indie,4,26-50,False,1,5,5,12,32.0,-5.0,4.301162633521313,False,2026-03-20,32.0,26-50,26-50,0,0
2026-03-19,28,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik, Arijit Singh",,4,26-50,False,1,5,5,4,30.0,-2.0,1.8708286933869707,False,2026-03-20,31.0,26-50,26-50,0,0
2026-03-19,29,Tere Bina,"A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",,4,26-50,False,1,5,5,4,27.0,2.0,0.82915619758885,False,2026-03-20,35.0,26-50,26-50,0,0
2026-03-19,30,"Aaya Sher (From ""The Paradise"") (Telugu)","Anirudh Ravichander, Jangi Reddy, Arjun Chandy, Kasarla Shyam",,4,26-50,False,1,5,5,4,29.0,1.0,0.4330127018922193,False,2026-03-20,33.0,26-50,26-50,0,0
2026-03-19,31,Haseen,"Talwiinder, NDS, Rippy Grewal",,4,26-50,False,1,5,5,4,33.0,-2.0,1.8027756377319946,False,2026-03-20,37.0,26-50,26-50,0,0
2026-03-19,32,Not Guilty,Dhanda Nyoliwala,Punjabi-Haryanvi Pop,4,26-50,False,1,5,5,4,34.0,-2.0,1.4142135623730951,False,2026-03-20,46.0,26-50,26-50,0,0
2026-03-19,33,Naal Nachna,"Shashwat Sachdev, Afsana Khan, Irshad Kamil, Reble",,4,26-50,False,1,5,5,4,35.0,-2.0,3.491060010942235,False,2026-03-20,30.0,26-50,26-50,0,0
2026-03-19,34,"Tum Ho Toh (From ""Saiyaara"")","Vishal Mishra, Hansika Pareek, Raj Shekhar",,4,26-50,False,1,5,5,4,31.0,3.0,2.1213203435596424,False,2026-03-20,41.0,26-50,26-50,0,0
2026-03-19,35,"Barbaad (From ""Saiyaara"")","The Rish, Jubin Nautiyal",,4,26-50,False,1,5,5,4,36.0,-1.0,2.277608394786075,False,2026-03-20,44.0,26-50,26-50,0,0
2026-03-19,36,KALYANI,"ARJN, KDS, FIFTY4, RONN",,4,26-50,False,1,5,5,4,39.0,-3.0,4.58257569495584,False,2026-03-20,39.0,26-50,26-50,0,0
2026-03-19,37,Lutt Le Gaya,"Shashwat Sachdev, Simran Choudhary",,4,26-50,False,1,5,5,4,38.0,-1.0,1.8027756377319946,False,2026-03-20,34.0,26-50,26-50,0,0
2026-03-19,38,Jogi,"thiarajxtt, Bir",,4,26-50,False,1,2,2,1,28.0,10.0,0.0,False,2026-03-20,36.0,26-50,26-50,0,0
2026-03-19,39,Ye Tune Kya Kiya,"Pritam, Javed Bashir, Rajat Arora",,4,26-50,False,1,5,5,4,37.0,2.0,1.4142135623730951,False,2026-03-20,42.0,26-50,26-50,0,0
2026-03-19,40,Ehsaas,"Faheem Abdullah, Duha Shah, Vaibhav Pani, Hyder Dar",,4,26-50,False,1,5,5,4,42.0,-2.0,2.384848003542364,False,2026-03-20,49.0,26-50,26-50,0,0
2026-03-19,41,Ishq Jalakar - Karvaan,"Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi",,4,26-50,False,1,5,5,4,43.0,-2.0,1.224744871391589,False,2026-03-20,38.0,26-50,26-50,0,0
2026-03-19,42,"Mutta Kalakki (From ""Youth"")","G. V. Prakash, Ken Karunaas",,4,26-50,True,1,1,1,0,,,0.0,True,2026-03-20,45.0,26-50,26-50,0,0
2026-03-19,43,"Humdard (From ""Ek Villain"")",Arijit Singh,,4,26-50,False,1,5,5,4,45.0,-2.0,2.9154759474226504,False,2026-03-20,,,Exit,0,1
2026-03-19,44,Jhol - Acoustic,"Maanu, Annural Khalid, Abdullah Siddiqui",,4,26-50,False,2,3,4,3,46.0,-2.0,0.5,False,2026-03-20,,,Exit,0,1
2026-03-19,45,Oorum Blood,"Sai Abhyankkar, Paal Dabba, Bhumi, Deepthi Suresh",,4,26-50,True,1,1,1,0,,,0.0,True,2026-03-20,,,Exit,0,1
2026-03-19,46,Teri Deewani,"Kailash Kher, Paresh Kamath, Naresh Kamath",,4,26-50,False,1,5,5,4,40.0,6.0,2.7726341266023544,False,2026-03-20,,,Exit,0,1
2026-03-19,47,"Dhun (From ""Saiyaara"")","Mithoon, Arijit Singh",,4,26-50,False,2,3,4,3,48.0,-1.0,0.5,False,2026-03-20,,,Exit,0,1
2026-03-19,48,Zaalima,"Arijit Singh, Harshdeep Kaur",,4,26-50,False,1,5,5,4,50.0,-2.0,4.710360920354193,False,2026-03-20,,,Exit,0,1
2026-03-19,49,Mann Mera - Original Version,Gajendra Verma,,4,26-50,True,2,1,4,11,,,0.0,True,2026-03-20,,,Exit,0,1
2026-03-19,50,Kithe Reh Gaya,"Neeti Mohan, Abhijit Vaghani",,4,26-50,False,1,5,5,4,49.0,1.0,3.24037034920393,False,2026-03-20,,,Exit,0,1
2026-03-20,1,Bairan,Banjaare,Hindi Indie,5,Top10,False,1,6,6,5,1.0,0.0,0.0,False,2026-03-21,1.0,Top10,Top10,1,0
2026-03-20,2,Sheesha - Aakhya Mai Aakh Ghali Jo Bairan,"Mitta Ror, Swara Verma",,5,Top10,False,1,6,6,5,2.0,0.0,0.0,False,2026-03-21,2.0,Top10,Top10,1,0
2026-03-20,3,Gehra Hua,"Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan",,5,Top10,False,1,6,6,5,3.0,0.0,0.0,False,2026-03-21,3.0,Top10,Top10,1,0
2026-03-20,4,"Dhurandhar The Revenge - Aari Aari (From ""Dhurandhar The Revenge"")","Shashwat Sachdev, Bombay Rockers, Irshad Kamil, Khan Saab, Reble, Token, Jasmine Sandlas, Sudhir Yaduvanshi",,5,Top10,False,1,3,3,2,7.0,-3.0,5.5,False,2026-03-21,4.0,Top10,Top10,1,0
